iterations,numThreads,type,microseconds
Tiny,18,wasm,14383
Tiny,20,wasm,18035
Tiny,22,wasm,20813
Tiny,24,wasm,22524
Small,1,wasm,359304
Small,2,wasm,389137
Small,4,wasm,124738
Small,6,wasm,120498
Small,8,wasm,68164
Small,10,wasm,57329
Small,12,wasm,52684
Small,14,wasm,45880
Small,16,wasm,42118
Small,18,wasm,66854
Small,20,wasm,60619
Small,22,wasm,71944
Small,24,wasm,71760
Big,1,wasm,3645217
Big,2,wasm,2234560
Big,4,wasm,1501732
Big,6,wasm,983250
Big,8,wasm,973227
Big,10,wasm,779966
Big,12,wasm,526596
Big,14,wasm,393815
Big,16,wasm,307407
Big,18,wasm,531250
Big,20,wasm,417146
Big,22,wasm,411558
Big,24,wasm,412798
Tiny,1,wasm,10002
Tiny,2,wasm,8900
Tiny,4,wasm,8173
Tiny,6,wasm,7881
Tiny,8,wasm,7918
Tiny,10,wasm,8786
Tiny,12,wasm,11100
Tiny,14,wasm,11081
Tiny,16,wasm,15606
Tiny,18,wasm,19031
Tiny,20,wasm,18006
Tiny,22,wasm,21948
Tiny,24,wasm,21649
Small,1,wasm,723118
Small,2,wasm,236664
Small,4,wasm,123907
Small,6,wasm,86836
Small,8,wasm,69489
Small,10,wasm,57759
Small,12,wasm,60538
Small,14,wasm,74285
Small,16,wasm,43957
Small,18,wasm,44948
Small,20,wasm,49362
Small,22,wasm,67564
Small,24,wasm,76611
Big,1,wasm,3672535
Big,2,wasm,2550044
Big,4,wasm,1503628
Big,6,wasm,1122735
Big,8,wasm,923278
Big,10,wasm,767812
Big,12,wasm,474503
Big,14,wasm,558792
Big,16,wasm,319526
Big,18,wasm,286620
Big,20,wasm,317596
Big,22,wasm,338268
Big,24,wasm,379252
Tiny,1,wasm,10479
Tiny,2,wasm,7587
Tiny,4,wasm,7387
Tiny,6,wasm,7824
Tiny,8,wasm,10122
Tiny,10,wasm,10020
Tiny,12,wasm,10811
Tiny,14,wasm,13658
Tiny,16,wasm,14637
Tiny,18,wasm,15903
Tiny,20,wasm,19041
Tiny,22,wasm,19913
Tiny,24,wasm,25178
Small,1,wasm,357068
Small,2,wasm,311149
Small,4,wasm,123829
Small,6,wasm,86115
Small,8,wasm,69122
Small,10,wasm,93181
Small,12,wasm,94712
Small,14,wasm,49062
Small,16,wasm,58363
Small,18,wasm,46634
Small,20,wasm,73668
Small,22,wasm,69249
Small,24,wasm,73986
Big,1,wasm,3686200
Big,2,wasm,2222398
Big,4,wasm,1502468
Big,6,wasm,1129155
Big,8,wasm,570303
Big,10,wasm,610917
Big,12,wasm,473655
Big,14,wasm,424992
Big,16,wasm,504552
Big,18,wasm,278860
Big,20,wasm,511093
Big,22,wasm,398309
Big,24,wasm,428372
Tiny,1,wasm,9847
Tiny,2,wasm,8928
Tiny,4,wasm,7918
Tiny,6,wasm,8205
Tiny,8,wasm,9698
Tiny,10,wasm,9550
Tiny,12,wasm,12361
Tiny,14,wasm,13092
Tiny,16,wasm,14963
Tiny,18,wasm,18144
Tiny,20,wasm,15492
Tiny,22,wasm,22893
Tiny,24,wasm,23693
Small,1,wasm,769338
Small,2,wasm,243379
Small,4,wasm,246810
Small,6,wasm,87327
Small,8,wasm,69153
Small,10,wasm,58166
Small,12,wasm,50361
Small,14,wasm,67386
Small,16,wasm,47504
Small,18,wasm,66040
Small,20,wasm,44710
Small,22,wasm,62002
Small,24,wasm,76699
Big,1,wasm,3902331
Big,2,wasm,2558588
Big,4,wasm,1489993
Big,6,wasm,1112244
Big,8,wasm,1043516
Big,10,wasm,786624
Big,12,wasm,578406
Big,14,wasm,545666
Big,16,wasm,517040
Big,18,wasm,481905
Big,20,wasm,415118
Big,22,wasm,472698
Big,24,wasm,518301
Tiny,1,wasm,11423
Tiny,2,wasm,10046
Tiny,4,wasm,8618
Tiny,6,wasm,7969
Tiny,8,wasm,14158
Tiny,10,wasm,16298
Tiny,12,wasm,14451
Tiny,14,wasm,14296
Tiny,16,wasm,20925
Tiny,18,wasm,17065
Tiny,20,wasm,22155
Tiny,22,wasm,25867
Tiny,24,wasm,29015
Small,1,wasm,454095
Small,2,wasm,470941
Small,4,wasm,195765
Small,6,wasm,171637
Small,8,wasm,134395
Small,10,wasm,61889
Small,12,wasm,51947
Small,14,wasm,47002
Small,16,wasm,50217
Small,18,wasm,61708
Small,20,wasm,47344
Small,22,wasm,63080
Small,24,wasm,72680
Big,1,wasm,3985658
Big,2,wasm,2527766
Big,4,wasm,1503588
Big,6,wasm,1129353
Big,8,wasm,571381
Big,10,wasm,472069
Big,12,wasm,417033
Big,14,wasm,334648
Big,16,wasm,424657
Big,18,wasm,420160
Big,20,wasm,244801
Big,22,wasm,413087
Big,24,wasm,501164
Tiny,1,wasm,9496
Tiny,2,wasm,9445
Tiny,4,wasm,8041
Tiny,6,wasm,10425
Tiny,8,wasm,13603
Tiny,10,wasm,15081
Tiny,12,wasm,15766
Tiny,14,wasm,16866
Tiny,16,wasm,17573
Tiny,18,wasm,22228
Tiny,20,wasm,23224
Tiny,22,wasm,24801
Tiny,24,wasm,27623
Small,1,wasm,452808
Small,2,wasm,244303
Small,4,wasm,123462
Small,6,wasm,86822
Small,8,wasm,127946
Small,10,wasm,57734
Small,12,wasm,64270
Small,14,wasm,60588
Small,16,wasm,48813
Small,18,wasm,52305
Small,20,wasm,79032
Small,22,wasm,88759
Small,24,wasm,68286
Big,1,wasm,3656134
Big,2,wasm,2551665
Big,4,wasm,1499539
Big,6,wasm,1117017
Big,8,wasm,919091
Big,10,wasm,762925
Big,12,wasm,394524
Big,14,wasm,376824
Big,16,wasm,545677
Big,18,wasm,536069
Big,20,wasm,257624
Big,22,wasm,351578
Big,24,wasm,349915
Tiny,1,wasm,10009
Tiny,2,wasm,8881
Tiny,4,wasm,6848
Tiny,6,wasm,7147
Tiny,8,wasm,8392
Tiny,10,wasm,8726
Tiny,12,wasm,12177
Tiny,14,wasm,13959
Tiny,16,wasm,12122
Tiny,18,wasm,16200
Tiny,20,wasm,20825
Tiny,22,wasm,21043
Tiny,24,wasm,21675
Small,1,wasm,417730
Small,2,wasm,244423
Small,4,wasm,122989
Small,6,wasm,90120
Small,8,wasm,68578
Small,10,wasm,56558
Small,12,wasm,50189
Small,14,wasm,63810
Small,16,wasm,56389
Small,18,wasm,45933
Small,20,wasm,46196
Small,22,wasm,67220
Small,24,wasm,71600
Big,1,wasm,3554701
Big,2,wasm,2192075
Big,4,wasm,1450416
Big,6,wasm,1107246
Big,8,wasm,955668
Big,10,wasm,754192
Big,12,wasm,434402
Big,14,wasm,337951
Big,16,wasm,469448
Big,18,wasm,382874
Big,20,wasm,263801
Big,22,wasm,366382
Big,24,wasm,421560
Tiny,1,wasm,11104
Tiny,2,wasm,9044
Tiny,4,wasm,8331
Tiny,6,wasm,8284
Tiny,8,wasm,10390
Tiny,10,wasm,13743
Tiny,12,wasm,15530
Tiny,14,wasm,16025
Tiny,16,wasm,18098
Tiny,18,wasm,20931
Tiny,20,wasm,22416
Tiny,22,wasm,24608
Tiny,24,wasm,25592
Small,1,wasm,734128
Small,2,wasm,244676
Small,4,wasm,203447
Small,6,wasm,87132
Small,8,wasm,69282
Small,10,wasm,59916
Small,12,wasm,53136
Small,14,wasm,47347
Small,16,wasm,74445
Small,18,wasm,46118
Small,20,wasm,43786
Small,22,wasm,73955
Small,24,wasm,69801
Big,1,wasm,3632828
Big,2,wasm,2520383
Big,4,wasm,1503666
Big,6,wasm,1130518
Big,8,wasm,614261
Big,10,wasm,653879
Big,12,wasm,654711
Big,14,wasm,346134
Big,16,wasm,469682
Big,18,wasm,357957
Big,20,wasm,278818
Big,22,wasm,356956
Big,24,wasm,383631
Tiny,1,wasm,10019
Tiny,2,wasm,8580
Tiny,4,wasm,6962
Tiny,6,wasm,7878
Tiny,8,wasm,7165
Tiny,10,wasm,11042
Tiny,12,wasm,11151
Tiny,14,wasm,12640
Tiny,16,wasm,15137
Tiny,18,wasm,16899
Tiny,20,wasm,16933
Tiny,22,wasm,20516
Tiny,24,wasm,22237
Small,1,wasm,480546
Small,2,wasm,343305
Small,4,wasm,124076
Small,6,wasm,86533
Small,8,wasm,69862
Small,10,wasm,94192
Small,12,wasm,55264
Small,14,wasm,48413
Small,16,wasm,45216
Small,18,wasm,46262
Small,20,wasm,60068
Small,22,wasm,79439
Small,24,wasm,71877
Big,1,wasm,4128010
Big,2,wasm,2452610
Big,4,wasm,948339
Big,6,wasm,678649
Big,8,wasm,788187
Big,10,wasm,784225
Big,12,wasm,497353
Big,14,wasm,458873
Big,16,wasm,330482
Big,18,wasm,272323
Big,20,wasm,299111
Big,22,wasm,319636
Big,24,wasm,371297
